wilayah,provinsi,tahun,pdrb_perkapita,kemiskinan,pengangguran,ipm,harapan_hidup,rata_lama_sekolah,akses_internet,jalan_baik,air_bersih,catatan_data
Kabupaten/Kota_1922,Sumatera Utara,2024,36667976.0,21.33,8.94,65.6,60.14,7.82,94.17,81.23,66.93,Normal
Kabupaten/Kota_1923,Sulawesi Selatan,2022,219014207.0,11.01,6.65,77.2,64.09,11.63,40.13,68.74,54.56,Normal
Kabupaten/Kota_1924,Kalimantan Timur,2024,216883742.0,22.24,12.39,67.14,77.83,8.3,51.03,89.02,60.65,Normal
Kabupaten/Kota_1925,Kalimantan Timur,2022,145393600.0,8.4,3.77,63.36,74.92,7.46,43.89,52.58,41.54,Normal
Kabupaten/Kota_1926,Jawa Barat,2020,171456514.0,2.01,11.02,83.1,72.22,8.3,27.53,69.18,89.09,Normal
Kabupaten/Kota_1927,Sumatera Barat,2024,118748517.0,17.78,10.03,70.25,67.69,5.45,60.7,68.05,80.34,Normal
Kabupaten/Kota_1928,Jawa Barat,2023,210138218.0,9.65,,71.45,73.51,6.62,56.69,58.22,73.54,Missing Value
Kabupaten/Kota_1929,Sumatera Utara,2021,30329405.0,10.2,9.32,76.27,68.07,11.35,20.24,63.46,77.69,Normal
Kabupaten/Kota_1930,Papua,2022,52696566.0,6.79,14.6,72.3,65.21,13.74,35.28,44.34,95.86,Normal
Kabupaten/Kota_1931,Kalimantan Timur,2021,217503571.0,23.85,4.35,84.03,74.01,10.66,94.17,79.37,64.76,Normal
Kabupaten/Kota_1932,Sulawesi Selatan,2024,225344132.0,22.85,4.01,79.38,64.41,8.16,55.4,49.66,64.24,Normal
Kabupaten/Kota_1933,Sumatera Barat,2022,61051847.0,9.64,7.39,66.8,70.7,7.17,85.41,68.37,66.76,Normal
Kabupaten/Kota_1934,Sumatera Utara,2024,209903121.0,11.36,6.14,77.54,71.39,12.16,50.06,44.55,93.52,Normal
Kabupaten/Kota_1935,Banten,2022,197785427.0,20.75,3.6,69.08,63.45,10.86,88.42,31.1,96.91,Normal
Kabupaten/Kota_1936,Sulawesi Selatan,2023,187834724.0,17.66,11.7,77.2,77.43,10.75,30.03,68.67,52.13,Normal
Kabupaten/Kota_1937,Papua,2020,58476779.0,13.79,13.26,63.24,74.46,6.59,37.83,59.08,85.84,Normal
Kabupaten/Kota_1938,Papua,2023,38898572.0,14.94,1.18,64.5,66.65,11.51,20.22,93.23,52.14,Normal
Kabupaten/Kota_1939,Jawa Timur,2022,229560690.0,7.57,5.95,62.65,76.24,9.67,32.06,39.83,67.63,Normal
Kabupaten/Kota_1940,Sulawesi Selatan,2023,91081772.0,11.27,14.34,63.5,67.81,9.18,79.01,79.2,57.09,Normal
Kabupaten/Kota_1941,Sulawesi Selatan,2021,142146209.0,23.58,4.07,61.98,69.42,8.04,26.06,96.38,83.34,Normal
Kabupaten/Kota_1942,Sulawesi Selatan,2021,175457142.0,2.55,5.9,58.26,74.77,6.78,97.94,39.89,51.11,Normal
Kabupaten/Kota_1943,Jawa Tengah,2021,164128985.0,13.92,4.67,56.29,69.28,6.63,42.58,83.55,80.97,Normal
Kabupaten/Kota_1944,Jawa Barat,2023,235739253.0,2.64,5.69,74.77,60.54,5.21,73.57,88.38,85.55,Normal
Kabupaten/Kota_1945,Jawa Timur,2020,21388518.0,24.68,3.89,80.69,67.54,13.2,52.47,86.59,80.9,Normal
Kabupaten/Kota_1946,Papua,2024,89088092.0,16.71,13.56,59.34,60.26,5.88,82.12,69.7,94.74,Normal
Kabupaten/Kota_1947,Jawa Barat,2024,93322639.0,19.77,1.78,67.34,62.26,12.97,21.69,96.65,93.14,Normal
Kabupaten/Kota_1948,Papua,2022,71710975.0,5.91,6.71,77.78,70.35,12.03,30.74,38.7,87.1,Normal
Kabupaten/Kota_1949,Kalimantan Timur,2024,35428533.0,6.71,12.42,58.14,60.9,12.73,50.3,90.77,85.19,Normal
Kabupaten/Kota_1950,DKI Jakarta,2024,149040989.0,13.1,7.42,66.21,65.72,12.66,21.98,43.04,75.86,Normal
Kabupaten/Kota_1951,Jawa Barat,2023,154738821.0,17.58,12.64,69.74,60.51,6.19,83.2,46.71,62.89,Normal
Kabupaten/Kota_1952,DKI Jakarta,2024,67336167.0,24.75,3.05,63.56,71.74,5.51,69.36,42.72,78.58,Normal
Kabupaten/Kota_1953,Kalimantan Timur,2022,52550114.0,20.31,4.25,71.12,64.47,13.48,64.08,71.66,84.35,Normal
Kabupaten/Kota_1954,Kalimantan Timur,2022,152041226.0,12.54,6.89,83.97,69.04,12.29,53.38,54.05,52.75,Normal
Kabupaten/Kota_1955,Jawa Barat,2024,124448048.0,17.37,14.84,58.13,67.55,9.14,94.28,98.33,65.51,Normal
Kabupaten/Kota_1956,Jawa Tengah,2022,117039408.0,6.97,4.04,68.72,67.95,8.75,27.09,72.97,50.65,Normal
Kabupaten/Kota_1957,Sumatera Utara,2022,175877533.0,11.84,13.4,62.15,65.75,9.42,35.54,68.78,90.13,Normal
Kabupaten/Kota_1958,DKI Jakarta,2024,77835232.0,15.89,11.88,57.24,68.81,10.47,61.34,40.71,50.6,Normal
Kabupaten/Kota_1959,Kalimantan Timur,2022,205661131.0,20.47,4.52,68.47,73.95,6.42,23.45,38.26,97.79,Normal
Kabupaten/Kota_1960,Jawa Barat,2024,219913953.0,3.09,2.64,63.81,71.97,13.8,59.88,94.27,97.08,Normal
Kabupaten/Kota_1961,Sumatera Utara,2023,27076186.0,7.09,12.11,66.56,70.89,8.76,36.99,60.55,65.23,Normal
Kabupaten/Kota_1962,Sumatera Barat,2020,231537835.0,5.65,5.74,67.16,72.41,9.55,71.45,31.94,77.65,Normal
Kabupaten/Kota_1963,Sumatera Barat,2021,88701777.0,24.91,3.26,80.16,61.31,11.9,31.51,33.31,56.67,Normal
Kabupaten/Kota_1964,Jawa Tengah,2022,127762474.0,19.96,4.36,55.01,61.93,10.86,27.54,51.17,86.3,Normal
Kabupaten/Kota_1965,Jawa Tengah,2023,199952493.0,16.4,10.91,65.77,60.81,5.48,42.74,55.52,84.64,Normal
Kabupaten/Kota_1966,Jawa Barat,2022,193132383.0,7.03,1.73,81.5,71.48,8.21,63.18,49.09,49.88,Normal
Kabupaten/Kota_1967,Jawa Timur,2024,75567983.0,15.12,11.87,59.5,70.5,11.89,96.47,54.69,57.52,Normal
Kabupaten/Kota_1968,Sumatera Utara,2022,35915886.0,15.13,13.5,63.58,74.7,10.13,54.71,84.59,92.7,Normal
Kabupaten/Kota_1969,Sumatera Utara,2023,204034144.0,5.28,9.86,61.16,75.47,5.57,37.88,93.27,40.27,Normal
Kabupaten/Kota_1970,Sumatera Utara,2023,124992630.0,9.42,2.04,73.99,73.36,13.96,65.59,75.97,56.52,Normal
Kabupaten/Kota_1971,Kalimantan Timur,2021,,20.01,13.26,75.91,71.3,13.91,57.11,47.24,72.69,Missing Value
Kabupaten/Kota_1972,Jawa Barat,2023,19551989.0,12.24,1.78,77.57,64.97,12.6,29.87,67.12,72.49,Normal
Kabupaten/Kota_1973,Jawa Tengah,2022,245770280.0,3.0,14.07,63.41,63.51,11.66,45.78,42.05,96.4,Normal
Kabupaten/Kota_1974,Jawa Timur,2023,213177135.0,7.56,8.36,63.19,64.17,10.54,28.0,54.95,50.37,Normal
Kabupaten/Kota_1975,DKI Jakarta,2020,20934978.0,8.27,10.95,55.89,69.37,6.29,23.24,43.67,63.33,Normal
Kabupaten/Kota_1976,Jawa Barat,2021,105868479.0,10.99,9.57,74.52,66.74,6.84,21.71,76.21,41.82,Normal
Kabupaten/Kota_1977,Sumatera Barat,2021,168840878.0,6.87,9.43,77.54,75.04,6.16,84.09,58.33,49.6,Normal
Kabupaten/Kota_1978,Banten,2023,241723847.0,12.1,3.11,75.82,67.25,8.43,69.39,48.12,91.04,Normal
Kabupaten/Kota_1979,DKI Jakarta,2023,46963809.0,11.01,14.22,68.28,60.14,13.67,72.27,91.93,79.36,Normal
Kabupaten/Kota_1980,Sumatera Utara,2023,29125020.0,12.46,10.9,78.98,76.41,8.85,81.58,85.09,86.82,Normal
Kabupaten/Kota_1981,Jawa Barat,2021,51835761.0,9.77,12.01,64.32,74.22,5.89,65.46,57.59,90.56,Normal
Kabupaten/Kota_1982,Papua,2020,243818591.0,24.13,10.96,70.56,62.55,5.06,76.15,52.15,87.68,Normal
Kabupaten/Kota_1983,Jawa Timur,2022,18801030.0,10.81,14.49,75.2,61.81,12.02,55.37,99.68,53.65,Normal
Kabupaten/Kota_1984,Papua,2023,131918302.0,21.44,13.4,67.87,64.45,11.92,85.86,84.57,86.71,Normal
Kabupaten/Kota_1985,Jawa Timur,2020,70530542.0,15.44,5.02,72.7,69.39,8.55,83.86,55.89,66.29,Normal
Kabupaten/Kota_1986,DKI Jakarta,2023,58650373.0,23.72,10.09,57.5,65.97,12.35,57.35,86.82,53.69,Normal
Kabupaten/Kota_1987,Banten,2022,59743510.0,3.11,13.8,65.85,60.28,6.47,50.83,82.17,62.57,Normal
Kabupaten/Kota_1988,Jawa Tengah,2023,201921664.0,10.35,6.66,70.66,72.94,13.95,89.05,91.58,57.61,Normal
Kabupaten/Kota_1989,DKI Jakarta,2024,106570434.0,5.71,14.72,75.87,64.44,12.42,86.55,76.86,82.08,Normal
Kabupaten/Kota_1990,Jawa Tengah,2022,230946234.0,18.78,4.43,63.83,62.56,8.29,24.82,70.77,55.35,Normal
Kabupaten/Kota_1991,Jawa Tengah,2024,213790838.0,2.94,8.39,83.32,70.8,6.07,79.45,61.86,55.41,Normal
Kabupaten/Kota_1992,DKI Jakarta,2024,105210646.0,21.23,8.54,57.86,64.34,9.47,88.25,78.79,75.71,Normal
Kabupaten/Kota_1993,Jawa Barat,2024,249839837.0,8.9,4.64,58.81,70.71,11.11,54.48,43.26,85.44,Normal
Kabupaten/Kota_1994,Banten,2021,33817123.0,15.46,2.62,55.88,69.65,7.5,75.21,72.98,47.96,Normal
Kabupaten/Kota_1995,Sumatera Utara,2022,248612760.0,6.82,6.23,82.41,64.03,5.99,39.03,73.72,44.33,Normal
Kabupaten/Kota_1996,Kalimantan Timur,2024,,20.5,13.83,59.94,62.35,6.08,24.33,76.21,76.82,Missing Value
Kabupaten/Kota_1997,Jawa Barat,2024,181815594.0,13.93,9.57,57.37,63.07,6.74,29.14,65.7,46.14,Normal
Kabupaten/Kota_1998,Sumatera Barat,2020,179623459.0,24.04,10.19,62.86,73.89,10.06,82.26,99.84,82.55,Normal
Kabupaten/Kota_1999,Jawa Barat,2022,186098409.0,13.66,7.15,84.99,66.68,8.99,30.1,39.51,74.44,Normal
Kabupaten/Kota_2000,Banten,2022,165430040.0,12.52,7.97,60.91,74.95,7.19,90.66,66.41,40.6,Normal
Kabupaten/Kota_2001,Papua,2021,195928709.0,10.77,12.82,64.1,65.02,13.68,72.28,84.86,86.85,Normal
Kabupaten/Kota_2002,Jawa Timur,2023,73089426.0,2.08,6.57,55.68,76.08,10.06,24.41,42.12,50.22,Normal
Kabupaten/Kota_2003,DKI Jakarta,2020,143852833.0,12.95,6.61,59.21,73.84,8.66,22.05,93.25,92.07,Normal
Kabupaten/Kota_2004,Sulawesi Selatan,2021,164508685.0,18.74,12.29,75.19,66.69,9.99,48.3,55.26,90.17,Normal
Kabupaten/Kota_2005,Kalimantan Timur,2022,78929009.0,11.75,3.16,61.84,60.61,11.92,89.91,90.8,87.13,Normal
Kabupaten/Kota_2006,Jawa Timur,2024,145224344.0,7.98,13.16,55.01,64.21,10.02,93.57,45.77,90.83,Normal
Kabupaten/Kota_2007,Jawa Timur,2021,111075392.0,22.39,11.06,67.57,66.72,5.31,48.44,,45.61,Missing Value
Kabupaten/Kota_2008,Papua,2024,100495611.0,11.91,9.35,72.14,60.56,13.11,72.06,72.78,77.33,Normal
Kabupaten/Kota_2009,Sumatera Utara,2024,185099480.0,16.26,4.84,84.59,60.94,7.48,39.2,90.62,69.96,Normal
Kabupaten/Kota_2010,Sumatera Utara,2021,72363961.0,13.84,9.64,71.61,77.2,13.56,97.34,95.96,81.88,Normal
Kabupaten/Kota_2011,Sulawesi Selatan,2021,65106554.0,5.38,13.96,70.4,69.0,9.87,28.4,44.17,69.71,Normal
Kabupaten/Kota_2012,Sumatera Barat,2021,164457075.0,22.93,7.99,84.55,63.46,13.67,52.92,77.11,71.22,Normal
Kabupaten/Kota_2013,Sulawesi Selatan,2020,31536712.0,20.24,3.92,59.38,70.04,6.34,52.24,77.15,68.77,Normal
Kabupaten/Kota_2014,DKI Jakarta,2023,174096076.0,7.76,1.19,74.97,67.02,10.11,76.19,90.94,91.27,Normal
Kabupaten/Kota_2015,Sumatera Barat,2023,220623040.0,4.5,8.64,56.23,77.46,5.12,36.76,91.79,68.25,Normal
Kabupaten/Kota_2016,Kalimantan Timur,2022,36614490.0,13.72,12.59,59.67,73.01,7.83,49.16,63.32,80.44,Normal
Kabupaten/Kota_2017,Sulawesi Selatan,2024,184998519.0,7.09,5.52,55.09,69.58,10.73,0.01,36.93,84.02,Outlier
Kabupaten/Kota_2018,Jawa Barat,2024,173525628.0,20.48,14.42,57.79,70.9,8.86,56.25,80.24,59.0,Normal
Kabupaten/Kota_2019,Sumatera Barat,2022,36319638.0,21.74,5.69,61.74,60.65,12.32,90.08,76.72,41.46,Normal
Kabupaten/Kota_2020,Papua,2022,159814921.0,18.97,5.36,81.09,75.78,10.34,54.96,98.36,53.03,Normal
Kabupaten/Kota_2021,Jawa Tengah,2023,217140173.0,10.57,5.57,68.45,70.53,13.07,37.19,32.82,46.35,Normal
Kabupaten/Kota_2022,Kalimantan Timur,2020,193640016.0,4.79,3.77,75.23,75.11,13.41,25.1,91.31,43.68,Normal
Kabupaten/Kota_2023,Jawa Timur,2020,174575526.0,20.97,9.43,84.22,76.66,11.36,50.47,83.86,53.47,Normal
Kabupaten/Kota_2024,DKI Jakarta,2023,123571407.0,6.95,8.96,75.26,74.17,10.06,36.99,79.1,44.69,Normal
Kabupaten/Kota_2025,DKI Jakarta,2024,172917784.0,21.05,6.05,56.26,77.63,10.82,70.74,48.07,95.47,Normal
Kabupaten/Kota_2026,Papua,2024,198597653.0,21.44,8.76,80.05,64.41,9.36,39.62,44.38,52.79,Normal
Kabupaten/Kota_2027,Sulawesi Selatan,2020,172559261.0,15.66,14.26,66.6,75.42,10.73,94.69,81.18,50.23,Normal
Kabupaten/Kota_2028,Kalimantan Timur,2022,83812393.0,18.34,3.47,83.97,71.6,5.5,52.2,66.84,48.28,Normal
Kabupaten/Kota_2029,Sumatera Barat,2023,83113335.0,22.95,4.86,80.34,76.13,10.57,72.68,33.06,55.83,Normal
Kabupaten/Kota_2030,Kalimantan Timur,2023,229451529.0,3.99,1.84,74.66,71.44,10.55,32.82,86.5,91.87,Normal
Kabupaten/Kota_2031,Sumatera Utara,2022,131406308.0,13.91,14.3,69.63,74.35,13.03,91.44,70.69,82.91,Normal
Kabupaten/Kota_2032,Jawa Barat,2024,169808112.0,4.66,6.38,84.73,74.94,5.47,95.64,59.65,62.36,Normal
Kabupaten/Kota_2033,Sumatera Barat,2020,243566990.0,24.08,4.65,69.81,63.0,9.29,66.32,84.36,84.37,Normal
Kabupaten/Kota_2034,Sulawesi Selatan,2024,158784519.0,18.28,1.22,69.83,62.64,12.37,61.65,37.71,50.34,Normal
Kabupaten/Kota_2035,Sulawesi Selatan,2024,201563303.0,2.5,3.22,72.09,63.92,7.59,51.3,84.96,52.35,Normal
Kabupaten/Kota_2036,Sumatera Barat,2022,141883142.0,4.98,11.57,83.93,61.38,12.66,66.08,67.49,74.09,Normal
Kabupaten/Kota_2037,Papua,2022,51656494.0,19.1,11.0,75.72,77.9,9.86,50.19,53.54,44.96,Normal
Kabupaten/Kota_2038,Jawa Barat,2022,68570601.0,19.49,2.2,60.01,73.35,9.93,48.46,36.84,62.02,Normal
Kabupaten/Kota_2039,Kalimantan Timur,2020,,16.07,12.85,79.41,62.18,8.03,67.5,33.69,49.02,Missing Value
Kabupaten/Kota_2040,Jawa Tengah,2024,43277196.0,3.8,4.67,64.48,76.74,12.72,76.4,76.35,50.13,Normal
Kabupaten/Kota_2041,Kalimantan Timur,2024,189936264.0,,2.04,73.92,63.59,10.22,69.77,53.63,44.79,Missing Value
Kabupaten/Kota_2042,Sumatera Barat,2022,119365802.0,20.88,11.27,57.32,70.1,10.72,87.37,89.62,63.81,Normal
Kabupaten/Kota_2043,Kalimantan Timur,2023,186063196.0,4.37,8.51,72.11,70.25,5.28,71.45,44.57,83.71,Normal
Kabupaten/Kota_2044,Banten,2021,158692349.0,11.19,3.28,80.0,76.77,9.18,21.17,87.14,93.13,Normal
Kabupaten/Kota_2045,Sulawesi Selatan,2021,200235629.0,11.98,8.63,58.07,72.53,13.37,40.39,57.27,58.82,Normal
Kabupaten/Kota_2046,Kalimantan Timur,2020,20286551.0,22.75,2.01,72.49,75.2,5.14,31.0,56.01,92.75,Normal
Kabupaten/Kota_2047,Jawa Tengah,2022,48356951.0,8.73,2.5,66.04,65.75,12.66,56.31,51.04,84.1,Normal
Kabupaten/Kota_2048,Jawa Timur,2022,104666358.0,18.38,6.66,78.52,74.41,10.25,27.13,60.39,40.46,Normal
Kabupaten/Kota_2049,Jawa Barat,2020,182900558.0,13.37,2.43,72.04,74.91,12.03,28.64,35.88,90.03,Normal
Kabupaten/Kota_2050,Kalimantan Timur,2021,236762465.0,21.06,1.33,68.48,75.85,8.54,54.57,36.07,55.24,Normal
Kabupaten/Kota_2051,Papua,2023,93097397.0,6.58,13.36,58.12,64.95,13.28,56.84,35.66,57.74,Normal
Kabupaten/Kota_2052,Kalimantan Timur,2021,158174881.0,17.12,2.19,70.91,63.15,9.37,91.2,63.02,40.54,Normal
Kabupaten/Kota_2053,Jawa Barat,2024,144816165.0,14.5,12.67,70.37,76.0,8.88,78.85,44.04,80.76,Normal
Kabupaten/Kota_2054,Papua,2021,108750195.0,10.15,7.81,65.4,77.69,10.3,60.74,80.88,45.15,Normal
Kabupaten/Kota_2055,Sumatera Utara,2020,230216245.0,4.22,5.14,83.37,65.15,6.47,57.64,36.78,51.4,Normal
Kabupaten/Kota_2056,Jawa Tengah,2024,246598691.0,21.79,11.01,83.03,68.72,5.59,56.36,90.29,83.57,Normal
Kabupaten/Kota_2057,Kalimantan Timur,2022,216574328.0,18.15,7.27,61.4,60.7,13.71,96.56,95.14,64.87,Normal
Kabupaten/Kota_2058,Sulawesi Selatan,2022,34863309.0,3.16,9.5,67.57,67.47,7.18,44.75,56.66,95.12,Normal
Kabupaten/Kota_2059,Jawa Barat,2020,231670838.0,21.68,5.88,69.78,67.37,13.86,53.81,69.57,88.83,Normal
Kabupaten/Kota_2060,Sumatera Barat,2021,212005476.0,6.22,14.45,72.08,67.33,10.02,38.4,84.38,96.33,Normal
Kabupaten/Kota_2061,Jawa Tengah,2024,124665627.0,2.36,4.05,79.94,72.2,6.79,73.21,44.02,48.64,Normal
Kabupaten/Kota_2062,DKI Jakarta,2020,238028979.0,15.1,12.61,72.46,65.36,7.21,54.23,84.73,82.01,Normal
Kabupaten/Kota_2063,Sumatera Utara,2022,29739105.0,18.98,10.24,78.24,64.2,5.42,88.87,86.49,51.43,Normal
Kabupaten/Kota_2064,Banten,2021,66383784.0,12.33,1.55,73.2,63.52,10.13,69.49,95.55,44.55,Normal
Kabupaten/Kota_2065,Banten,2020,42640525.0,8.92,2.02,65.08,66.33,11.33,79.35,85.31,92.1,Normal
Kabupaten/Kota_2066,Jawa Tengah,2021,105854289.0,4.72,3.08,83.36,65.64,9.44,31.55,58.68,59.59,Normal
Kabupaten/Kota_2067,Sulawesi Selatan,2021,237180056.0,10.37,9.47,56.51,72.79,13.74,75.76,66.18,80.67,Normal
Kabupaten/Kota_2068,Papua,2024,161557974.0,2.19,9.38,81.32,74.9,10.2,56.64,64.24,52.02,Normal
Kabupaten/Kota_2069,Sumatera Utara,2023,140782302.0,16.74,10.73,62.64,72.62,7.13,65.02,72.86,96.54,Normal
Kabupaten/Kota_2070,Jawa Timur,2020,22911086.0,16.88,5.27,67.07,61.19,12.11,97.5,76.53,44.79,Normal
Kabupaten/Kota_2071,Sumatera Barat,2024,192477293.0,10.56,3.05,70.39,75.63,7.6,28.4,42.82,85.86,Normal
Kabupaten/Kota_2072,Sulawesi Selatan,2021,230750945.0,5.49,7.28,78.88,75.05,11.84,94.52,84.09,98.54,Normal
Kabupaten/Kota_2073,Jawa Tengah,2020,139902381.0,13.12,3.7,79.56,64.87,9.98,42.27,50.72,87.3,Normal
Kabupaten/Kota_2074,Jawa Barat,2023,219136706.0,18.16,4.02,64.15,67.74,9.22,37.06,70.6,68.09,Normal
Kabupaten/Kota_2075,Sulawesi Selatan,2021,26816156.0,3.09,7.93,77.97,67.97,10.11,28.16,69.5,84.08,Normal
Kabupaten/Kota_2076,Jawa Timur,2024,102568905.0,2.08,4.07,71.55,66.09,12.11,56.46,38.72,78.21,Normal
Kabupaten/Kota_2077,Kalimantan Timur,2020,198478467.0,19.34,2.66,84.45,77.1,11.76,73.15,69.48,45.1,Normal
Kabupaten/Kota_2078,Jawa Barat,2024,109817685.0,12.63,8.98,60.62,70.83,11.18,28.22,44.44,90.83,Normal
Kabupaten/Kota_2079,Jawa Barat,2024,118127105.0,15.86,10.95,58.72,67.06,13.23,54.14,84.23,98.73,Normal
Kabupaten/Kota_2080,Jawa Timur,2023,108149390.0,4.54,14.35,56.45,72.64,5.92,52.24,47.87,75.84,Normal
Kabupaten/Kota_2081,Banten,2024,73831363.0,24.25,7.18,80.33,67.62,6.08,55.73,82.69,83.04,Normal
Kabupaten/Kota_2082,Jawa Barat,2020,144731990.0,20.7,10.83,60.42,73.96,13.44,27.98,95.66,94.55,Normal
Kabupaten/Kota_2083,Sumatera Barat,2022,152846178.0,7.63,7.66,71.07,68.47,10.5,74.58,31.68,98.37,Normal
Kabupaten/Kota_2084,Sumatera Barat,2024,58904202.0,10.49,2.12,59.77,67.15,6.22,53.35,80.2,55.95,Normal
Kabupaten/Kota_2085,Jawa Timur,2020,109970241.0,23.69,13.16,,64.44,5.06,51.15,77.79,66.29,Missing Value
Kabupaten/Kota_2086,Jawa Timur,2022,49804478.0,,11.83,64.7,62.6,7.82,55.88,95.82,80.12,Missing Value
Kabupaten/Kota_2087,DKI Jakarta,2022,113308549.0,16.43,8.09,67.92,69.36,12.37,26.59,45.86,86.99,Normal
Kabupaten/Kota_2088,Kalimantan Timur,2021,150767362.0,12.03,10.79,81.66,75.72,8.7,22.59,68.74,84.52,Normal
Kabupaten/Kota_2089,Papua,2023,197955571.0,22.27,3.97,69.76,69.89,11.7,71.66,37.66,92.48,Normal
Kabupaten/Kota_2090,Jawa Tengah,2021,137228580.0,9.56,7.9,64.21,75.33,12.9,91.35,42.82,87.3,Normal
Kabupaten/Kota_2091,Jawa Timur,2020,113642766.0,19.66,6.47,65.16,74.17,9.65,75.57,82.81,97.96,Normal
Kabupaten/Kota_2092,Papua,2024,134074457.0,11.48,12.04,78.04,61.17,13.25,20.07,96.07,93.54,Normal
Kabupaten/Kota_2093,Papua,2024,188127685.0,5.32,13.51,81.9,60.97,11.26,78.44,74.03,87.38,Normal
Kabupaten/Kota_2094,Jawa Barat,2022,39934526.0,21.68,7.79,64.6,71.56,9.45,80.37,62.34,70.98,Normal
Kabupaten/Kota_2095,DKI Jakarta,2024,56560918.0,23.06,13.63,56.49,71.32,9.77,55.17,61.38,65.26,Normal
Kabupaten/Kota_2096,Sumatera Barat,2022,116329201.0,24.62,11.89,84.8,63.92,11.28,71.54,80.17,74.35,Normal
Kabupaten/Kota_2097,DKI Jakarta,2020,42864202.0,8.69,7.46,74.71,62.79,11.55,87.89,71.24,79.16,Normal
Kabupaten/Kota_2098,Sumatera Utara,2021,,5.07,6.53,55.6,77.92,10.69,77.99,32.65,66.02,Missing Value
Kabupaten/Kota_2099,DKI Jakarta,2024,156190871.0,21.14,8.21,75.81,69.8,10.03,81.25,59.03,50.53,Normal
Kabupaten/Kota_2100,Sulawesi Selatan,2021,34031899.0,4.09,9.08,83.85,65.83,10.17,43.17,66.66,99.91,Normal
Kabupaten/Kota_2101,Sulawesi Selatan,2024,211161574.0,18.52,12.63,58.55,71.83,9.07,35.17,54.86,84.5,Normal
Kabupaten/Kota_2102,Jawa Barat,2023,154276407.0,3.85,7.26,64.5,62.28,6.1,56.88,88.65,55.47,Normal
Kabupaten/Kota_2103,Jawa Barat,2021,212056944.0,22.62,6.17,57.37,62.41,9.59,25.67,92.81,92.39,Normal
Kabupaten/Kota_2104,Jawa Barat,2021,18367826.0,22.34,13.35,79.09,60.96,7.89,62.5,67.2,83.24,Normal
Kabupaten/Kota_2105,Jawa Tengah,2020,152505162.0,9.63,1.02,57.88,61.27,10.37,93.58,98.55,46.44,Normal
Kabupaten/Kota_2106,Sumatera Barat,2023,114464973.0,22.31,10.59,80.15,67.43,8.77,56.43,81.59,61.61,Normal
Kabupaten/Kota_2107,Kalimantan Timur,2022,91913700.0,15.91,2.24,65.49,67.26,10.34,86.3,46.3,40.55,Normal
Kabupaten/Kota_2108,DKI Jakarta,2023,178368560.0,18.47,1.69,75.26,77.58,5.05,83.51,61.38,70.92,Normal
Kabupaten/Kota_2109,Banten,2020,119517048.0,13.01,14.44,76.85,74.65,11.06,63.66,89.64,70.39,Normal
Kabupaten/Kota_2110,Jawa Timur,2024,212637871.0,15.6,,57.36,71.71,12.42,26.46,63.92,92.04,Missing Value
Kabupaten/Kota_2111,Papua,2024,230851152.0,24.19,10.51,78.48,73.07,13.11,37.41,37.85,85.26,Normal
Kabupaten/Kota_2112,Jawa Barat,2024,77701852.0,24.16,13.37,74.09,67.15,13.91,46.56,46.31,52.33,Normal
Kabupaten/Kota_2113,Sumatera Utara,2022,110870696.0,14.06,3.97,71.93,62.15,8.15,77.28,79.14,70.16,Normal
Kabupaten/Kota_2114,Jawa Tengah,2023,49437963.0,20.42,13.31,62.48,64.34,5.93,55.11,50.47,71.17,Normal
Kabupaten/Kota_2115,Jawa Tengah,2022,57771764.0,3.41,5.04,60.97,68.95,8.48,20.33,98.55,90.98,Normal
Kabupaten/Kota_2116,Jawa Barat,2023,138523484.0,5.7,13.78,68.48,68.04,9.83,59.04,60.23,63.57,Normal
Kabupaten/Kota_2117,Sumatera Utara,2021,21438370.0,5.73,13.29,64.9,66.06,6.09,66.28,90.7,74.64,Normal
Kabupaten/Kota_2118,Kalimantan Timur,2023,60318893.0,5.26,10.32,71.55,62.45,6.78,74.31,70.64,77.3,Normal
Kabupaten/Kota_2119,Jawa Tengah,2023,56230337.0,13.87,9.91,75.63,68.9,7.25,61.15,72.58,96.72,Normal
Kabupaten/Kota_2120,Jawa Barat,2024,194622498.0,8.34,14.35,65.16,65.64,7.94,59.42,94.21,99.39,Normal
Kabupaten/Kota_2121,Jawa Barat,2024,151238486.0,9.55,3.33,72.89,61.78,9.76,78.33,73.29,81.28,Normal
Kabupaten/Kota_2122,Sumatera Barat,2023,43822281.0,12.73,12.33,56.82,75.46,6.91,25.0,65.23,81.05,Normal
Kabupaten/Kota_2123,Jawa Timur,2023,171898226.0,5.42,10.28,66.48,64.06,8.87,93.66,71.42,43.6,Normal
Kabupaten/Kota_2124,Jawa Timur,2021,49340517.0,17.23,6.96,64.73,61.21,12.05,60.16,45.5,89.0,Normal
Kabupaten/Kota_2125,Papua,2023,204070971.0,11.52,7.31,71.68,67.33,9.44,50.68,61.72,70.37,Normal
Kabupaten/Kota_2126,Jawa Tengah,2023,195419006.0,11.53,1.43,57.82,60.23,10.66,47.62,48.62,73.09,Normal
Kabupaten/Kota_2127,Jawa Barat,2023,247760191.0,13.61,3.26,79.15,74.98,13.2,24.03,35.27,60.92,Normal
